question,content
"Kính chào bs! Ba em năm nay 60 tuổi, mắc bệnh gout và tiểu đường đã nhiều năm. Hiện ba vẫn điều trị điều đặn bằng thuốc + chích (đối với tiểu đường). Huyết áp, tim mạch của ba ổn định nhưng men gan cao (hiện nay là gấp đôi, lúc trước cao nhất từng là gấp 7 lần chỉ số cho phép) nhưng không có tổn thương thực thể gì khi khám gan. Ngoài điều trị bằng thuốc em cũng quan tâm đến một số thực phẩm chức năng hỗ trợ. Kính hỏi bs với tình trạng hiện nay thì ba em có thể dùng tỏi đen, nấm linh chi và đông trùng hạ thảo được ko? Chúng có tương tác xấu gì với nhau hoặc với thuốc tây ko ạ? Muốn phối hợp chúng thì dùng với liều lượng thế nào? Hoặc còn loại thực phẩm chức năng nào phù hợp với tình trạng của ba em hơn 3 loại vừa nêu trên ko? Kính xin ý kiến tư vấn của bs. Cám ơn bs rất nhiều! Kính chúc bs nhiều sức khoẻ và công tác tốt!","Chào em,
Ba của em đang điều trị tiểu đường, Gout có men gan cao do dùng thuốc. Ba em đã đi khám không có tổn thường ở gan nên em không nên quá lo lắng. Em có thể dùng thực phẩm chức năng như là nấm linh chi có tác dụng tăng cường hoạt động của hệ miễn dịch, phòng và hổ trợ chữa bệnh tiểu đường.
Em có thể xem các sản phẩm của nấm Linh chi của các cơ sở sản xuất có uy tín để sử dụng cho ba theo hướng dẫn của từng sản phẩm.
Em có thể cho ba dùng đông trùng hạ thảo tỏi đen. Đông trùng có tác dụng chống lại các tác động xấu của tân dược đối với thận tăng cường lưu thông máu trong cơ thể, tăng cường hệ miễn dịch làm chậm lão hóa ở tuổi già, tăng cường chức năng tiêu hóa hấp thu các chất dinh dưỡng. Tỏi đen tăng đề kháng chống oxy hóa, giảm mỡ máu mỡ gan chống viêm nhiễm và lão hóa, tăng cường sinh lực cho cơ thể. 
Do đó em có thể cho ba dùng kết hợp các sản phẩm này được. Tùy theo sản phẩm mà có hướng dẫn sử dụng cụ thể.
Chúc gia đình em sống vui khỏe!"
"Xin chào bác sĩ,
Anh trai tôi bị sỏi thạn thì nên kiêng những gi","Chào bạn,
Người bệnh sỏi thận nên tránh ăn các thực phẩm sau:
-Rau: Những loại rau có hàm lượng oxalat cao bao gồm: cần tây, tỏi tây, đậu bắp, củ cải, đậu, rau cải, khoai lang, đậu xanh, bí, cải xoăn, rau bina, cải xoong, ớt, cà tím, đậu tương. Các loại rau làm tăng axit uric bao gồm đậu, súp lơ, rau bina, măng tây và nấm.
-Trái cây: Trái cây có hàm lượng oxalat cao bao gồm quả việt quất, quýt, dâu tây, quả mâm xôi, nho đỏ, vỏ cam quýt.
-Thực phẩm nhiều protein: Các thực phẩm làm tăng axit uric bao gồm: Cá trích, cá mòi, cá cơm, nội tạng động vật bao gồm cả gan và lá lách. Cần hạn chế sò điệp vì chúng giàu canxi. Những người đang điều trị bệnh sỏi thận cần hạn chế số lượng thịt tiêu thụ mỗi bữa ăn. 
-Ngoài ra, người bị bệnh sỏi thận cần ăn kiêng một số sản phẩm từ sữa vì chúng có nhiều canxi như phomat và sữa chua. Đồ uống giàu oxalat bao gồm cà phê, bia, ca cao và nước chè. Socola, đậu phụ, mùi tây, hẹ, mầm lúa mì cũng cần ăn kiêng.
-Người bị sỏi thận cũng nên kiêng nội tạng động vật, các loại thực phẩm làm tăng axit uric bao gồm nấm men, nước thịt, nước dùng xương và đồ uống có cồn. Người bệnh cũng cần kiêng các thực phẩm chứa nhiều muối như thực phẩm chế biến sẵn hoặc thức ăn có chứa nhiều chất béo.
Thân mến!"
"Xin chào bác sĩ,
Tôi thỉnh thoảng bị nhức buốt trong xương nhưng chỉ thoáng qua rất nhanh, chừng vài giây và cũng không thường. Đây có phải dấu hiệu của bẹnh gút không?
Thanks","Chào bạn!
Triệu chứng mà bạn mô tả không phải là biểu hiện của bệnh Gout, bệnh Gout thường biểu hiện sưng đau một khớp đơn độc( khớp ngón chân..) , thường sau những bữa ăn nhiều đạm ,hoặc uống nhiều rượu bia,bắt đầu đột ngột, đau dữ dội và hoàn toàn biến mất trong vòng 2 tuần, những lần viêm khớp này có thể tái đi tái lại, đôi khi có nổi các hạt tophi ở vành tai quanh khớp. Trường hợp của bạn có thể là tình trạng dị cảm, hoặc biểu hiện của một bệnh lý khác.
Thân mến."
"Xin chào bác sĩ,
Em mới bị chuẩn đoán là bị bệnh gout. Vậy cho em hỏi bệnh gout có chữa khỏi đc không? Và có chữa dứt điểm đc k?","Chào bạn!
Bệnh Gout là 1 bệnh chuyển hóa Purin làm tăng acid uric máu, dẫn đến ứ đọng tinh thể urat tại khớp gây viêm khớp. Nguyên nhân là do vấn đề về di truyền gây ra, 1 số gen liên quan bị lỗi, dẫn đến rối loạn chuyển hóa này. Việc điều trị bệnh giúp giảm đau, hạn chế đợt Gout cấp xảy ra, bảo vệ khớp. Do nguyên nhân là do gen, nên hầu như không thể chữa dứt điểm được. Tuy nhiên phải điều trị giúp bệnh không tiến triển và kiểm soát triệu chứng.
Ngoài việc điều trị thuốc theo toa bác sĩ, bạn cần uống nhiều nước 2 -3 lít/ ngày, hạn chế ăn các thức ăn có nhiều purin (cá cơm, cá mòi, ngỗng,...), hạn chế ăn hải sản và thịt, hạn chế uống rượu bia. Tăng cường vận động thể dục thể thao bạn nhé!
Bạn lưu ý cần đến khám BS chuyên khoa định kỳ để có thể theo dõi tình trạng bệnh 1 cách tốt nhất nhé!
Thân!"
"Xin chào bác sĩ,

Tôi vừa khám sức khỏe tổng quát chỉ số axit uric trong máu là 445. Như vậy chỉ số này là cao hay thấp?

Cảm ơn bác sĩ","Chào bạn!
Chỉ số axit uric bình thường là <420 μmol/l , chỉ số của bạn là 445 ( nếu đơn vị là  μlmol/l  ) là cao, 
bạn nên kiêng ăn các loại thịt đỏ, tôm, cua, nấm, giá đỗ... để làm giảm chỉ số axit uric.
Thân mến."
"Xin chào bác sĩ, ba em bị bệnh gout, vì ăn kiêng và uống thuốc, chăm sóc tốt nên lâu lâu mới đau lại. Nhưng mỗi lần đau thì đi lại khó khăn (chỉ đau ở chân), không biết có cách nào giảm sự đau lại hoặc nhanh hết không bác sĩ?","Chào bạn, 
Khi bị gout cấp, hiện tượng đau các khớp là điều không tránh khỏi. Ngoài dùng thuốc, có một số cách giúp hạn chế cơn đau bạn có thể tham khảo để áp dụng cho ba mình:
- Chườm đá lạnh: khi có cảm giác đau, có thể lấy đá chườm lên vùng bị đau.
- Dùng thuốc giảm đau: Nếu chườm đá không hiệu quả, có thể tiêm thuốc giảm đau nhưng lưu ý bắt buộc phải là thuốc tiêm viêm không chứa steroid chứ không phải là thuốc chứa salicylic acid và hocmon kích thích nếu không thì bệnh tình sẽ càng nghiêm trọng hơn.
- Ngâm chân: Ngâm chân bằng nước ấm vào buổi tối trước khi ngủ, có thể làm thường xuyên. 
- Thường xuyên vận động đi lại: Tập các bài tập giúp co giãn cơ, các bài tập khớp tay và gối, các khớp bị đau nhưng nên nhẹ nhàng.
Thân mến!"
"Xin chào bác sĩ,
Cho tôi hỏi trường hợp uống bia rượu nhiều ngày liên tiếp nó có thể gây ra bệnh gì và có triệu chứng gì quan trọng Ko ?","Chào bạn
Uống nhiều bia rượu có thể ảnh hưởng:
- Tinh thần (nặng có thể gây hoang tưởng, ảo giác...)
- Mất tập trung gây tai nạn, nguy hiểm cho bản thân và người xung quanh
- Viêm dạ dày
- tăng men gan
- Viêm tụy cấp
- Kéo dài có thể gây 1 số rối loạn các chất trong máu như mỡ máu, acid uric gây bệnh gút...
Thân mến"
"Xin chào bác sĩ,
Ba em bị bệnh gout, năm nay ba 54 tuổi, ba em có thể dùng sâm làm thuốc bổ được không ạ?","Chào bạn. 
Bệnh gout xảy ra do nồng độ acid uric trong máu. Khi nồng độ acid uric cao nếu không được điều trị, các tinh thể uric tạo thành trong cơ thể tích tụ trong các khớp dẫn đến phá hủy khớp. Nó cũng dẫn đến sự hình thành của sỏi thận, cản trở hoạt động của thận. 
Khi bị Gout, bạn có thể dùng nhân sâm. Nhân sâm kích thích sự hấp thụ thực phẩm, giúp hấp thu tối đa dưỡng khí và chất dinh dưỡng của máu và tăng cường lưu thông máu trong cơ thể. 
Tuy nhiên nhân sâm chỉ dùng để làm thuốc bổ chứ không thể dùng để điều trị Gout bạn nhé. 
Thân mến"
"Xin chào bác sĩ, bệnh nhân bị gút nên ăn và không nên ăn những thực phẩm gì ạ? Em đọc trên mạng thì thấy có uống sữa, nhưng trong sữa nhiều chất dinh dưỡng thế có ảnh hưởng đến sức khoẻ không? 
Mong bác sỹ tư vấn giúp e. 
Em cảm ơn bác sỹ!","Chào bạn,

Nên ăn các loại thức ăn chứa ít purin như ngũ cốc, bơ, rau quả, các loại hạt... đặc biệt trứng, sữa không chứa purin nên được khuyến khích sử dụng.

 nguoi benh gout nen va khong nen an gi? - 1
Nên ăn các loại thức ăn chứa ít purin như ngũ cốc, bơ...

Các thực phẩm giàu chất xơ nói chung như dưa leo, củ sắn, cà chua… giúp làm chậm quá trình hấp thu đạm, làm giảm thoái hoái biến đạm để sinh năng lượng nên giảm sự hình thành acid uric.

Bài liên quan: 
Những điều cần biết về bệnh gút thứ phát
Hạ mã phong - kinh nghiệm chị em cần biết
Bệnh zona thần kinh có lây không?
Giảm đau không cần thuốc
Một điều quan trọng nhất là nên uống nhiều nước (tối thiểu 2,5 đến 3 lít nước mỗi ngày). Tuy nhiên, không uống nước buổi tối để tránh đi tiểu đêm, ảnh hưởng đến sức khỏe.

Một yếu tố nữa là, hoạt động của gan lại chịu ảnh hưởng của yếu tố tinh thần. Vì vậy bệnh nhân gút cũng cần giữ tinh thần luôn thoải mái, tránh thức khuya.


Kiêng tuyệt đối những thực phẩm giàu đạm có gốc Purin như: Hải sản các loại; các loại thịt có màu đỏ; phủ tạng động vật;  thịt gia cầm, cải bó xôi, bông cải... Tránh ăn các loại nước dùng, nước hầm, nước rau củ... để giảm bớt lượng purin của thức ăn hòa tan trong nước.

Kiêng tất cả các loại thực phẩm có tốc độ tăng trưởng nhanh như: măng tre, măng trúc, măng tây, nấm, giá, bạc hà (dọc mùng) vì sẽ làm gia tăng tốc độ tổng hợp acid uric trong cơ thể.

Giảm bớt những thực phẩm giàu đạm khác trong khẩu phần ăn như: Đạm động vật nói chung như thịt lợn, thịt gà, thịt vịt... và đạm thực vật như đậu hạt nói chung, nhất là các loại đậu ăn cả hạt như : đậu Hà Lan, đậu trắng, đậu đỏ, đậu xanh…

Giảm các thực phẩm giàu chất béo như: Mỡ, da động vật, thức ăn chiên, quay, thực phẩm chế biến với các chất béo no như: Mì tôm, thức ăn nhanh...

Không uống bất kỳ một dạng chất cồn, đồ uống có gaz, nước uống ngọt nhiều đường vì sẽ làm tăng nguy cơ béo phì, một trong những yếu tố tăng nặng bệnh gút.

Giảm các đồ uống có vị chua như: nước cam, chanh, nước trái cây giàu vitamin C vì làm tăng nguy cơ kết tủa urat ở ống thận (do acid lactic trong các đồ uống đó chiếm hết đường đào thải acid uric), tăng nguy cơ sỏi thận.

Thân"
"Xin chào bác sĩ, Em năm nay 35 tuổi. Giới tính: Nam.
Em xin hỏi bs 2 vấn đề đang thắc mắc ạ.
1- Em rất hay bị đi ngoài phân lỏng khi ăn đồ chua, cay. Bị khoảng 8-9 năm nay rồi ạ. Thời gian gần đây tình hình có vẻ nặng lên. Một ngày đi đến 2-3 lần phân lỏng. Khi uống rượu thấy nhói lên phía bụng trên bên trái. Đây có phải là triệu chứng của bệnh Viêm Đại Tràng ko thưa bs.
2- lúc bình thường kể cả mùa đông em ko bao giờ bị đau khớp gối. Nhưng khi uống rượu nhiều thường cảm thấy đau nhức. Nó tự hết sau khoảng 6-7 tiếng ạ. Đây có phải triệu chứng của bệnh Gout ko thưa bs.","Chào bạn
Tình trạng đi ngoài phân lỏng của bạn có thể chính là triệu chứng của bệnh lý đại tràng, còn cụ thể do viêm đại tràng hay đại tràng kích thích hay có khối u...thì bạn cần đi khám để xác định nhé.
Với triệu chứng đau khớp gối của bạn thì không giống với triệu chứng của bệnh gút, song có thể liên quan đến tình trạng viêm nào đó. Bạn cũng nên đi khám siêu âm, chụp phim khớp gối kiểm tra nhé
Thân mến"
"Xin chào bác sĩ,
Tôi năm nay 32t,bị bệnh gút đã mấy năm nay.lúc đầu thì mới sưng ở đốt ngón tay,hai năm trở lại đây thì bắt đầu sưng lên ở ngón chân cái.do tính chất công việc phải giao tiếp với khách hàng,tôi cũng có hay uống một vài ly rượu bia,và cũng cố gắng hạn chế bia rượu và các đồ ăn giàu chất đạm.nhưng một năm trở lại đây,cứ khoảng nửa tháng tôi lại bị cơn gút hành hạ hai đến ba lần,mỗi lần từ hai đến ba ngày,mặc dù tôi đã uống đủ các loại thuốc nam,thuốc tây để chống gút cấp và cũng kiêng cữ rượu bia và các đồ ăn nhiều đạm,cũng cố gắng tập thể dục buổi sáng hàng ngày,nhưng được vài bữa là cơn gút lại tái phát làm tôi ảnh hưởng rất nhiều đến công việc.xin bác sĩ chỉ giùm tôi phương thuốc và cách thức điều trị cơn gút một cách hiệu quả nhất (vì theo tôi biết là hiện tại chưa có phương thuốc nào điều trị dứt điểm bệnh gút).tôi xin chân thành cảm ơn bác sĩ..!!!!","Chào bạn
Gút là 1 bệnh khớp liên quan đến rối loạn chuyển hóa nhân purin trong protein. Bệnh mạn tính và không có biện pháp điều trị triệt để. Chính việc bạn uống quá nhiều loại thuốc, không theo 1 phác đồ chuẩn nào và dừng thuốc, đổi thuốc bất hợp lý có thể là nguyên nhân khởi phát nhiều cơn gút cấp như vậy.
Điều trị gút bao gồm nhiều bước:
- Điều trị cơn gút cấp
- Điều trị phòng cơn gút cấp
- Điều trị gút mạn
- Điều trị biến chứng của gút.
Tôi không rõ bạn đã sử dụng các loại thuốc như thế nào và đạt được mức nào trong các bước trên. Nhưng để hạn chế bệnh thì cần 1 sự phối hợp rất tốt giữa bệnh nhân và thầy thuốc, tránh tình trạng uống quá nhiều loại thuốc mà hiệu quả lại không có. bạn nên đến bệnh viên có chuyên khoa khớp (như Bạch Mai) để được điều trị hợp lý.
Thân mến"
"Xin chào bác sĩ,tôi đi khám thì kết quả bị gout nồng độ axit uric là 484. Được nửa năm rồi mỗi ngày tôi ăn không quá 100 gam thịt trắng. Cơn đau cấp nó vẫn chưa đến nhưng thỉnh thoảng đêm đến các khớp cổ tay ,chân nó dấm dứt đau.xin hỏi bs tôi nên ăn chế độ dinh dưỡng như thế nào?","Chào anh,
Trong cơ thể, acid uric được tạo thành từ ba nguồn: thoái giáng từ các chất có nhân purin do thức ăn đưa vào, thoái giáng các chất có nhân purin từ trong cơ thể và tổng hợp các purin từ con đường nội sinh.

Nguyên tắc chế độ ăn trong phòng bệnh Gút:

Đảm bảo bữa ăn có đủ các chất dinh dưỡng ở tỉ lệ cân đối
Đảm bảo cân đối giữa các thành phần sinh nặng lượng(Đạm-Béo-Đường). Tỉ lệ năng lượng do các thành phần cung cấp nên là: Đạm : Béo : Đường = 12-15% : 18-20% : 65-70 %
Ăn vừa phải các loại thức ăn chứa nhiều nhân purin: các loại thịt, hải sản, các loại phủ tạng
Cần có sự lựa chọn và phối hợp nhiều loại thực phẩm đều đặn trong thực đơn hàng ngày
Không uống quá nhiều và kéo dài rượu, bia, cà phê
Luôn uống đủ nước
   Chế độ ăn trong điều trị bệnh Gút:

Giảm bớt lượng đạm trong khẩu phần
Không nên ăn các thực phẩm có chứa nhiều axit uric (nhóm III): óc, gan, bầu dục các loại phủ tạng, nước ninh xương, luộc thịt....
Ăn vừa phải các loại thực phẩm có hàm lượng axit uric trung bình (nhóm II): Thịt, cá, hải sản, đậu đỗ..... các thực phẩm nhóm II chỉ nên ăn mỗi tuần 2-3 lần.
Sử dụng các thực phẩm chứa ít axit uric trong chế biến bữa ăn hàng ngày: ngũ cốc, các loại hạt, bơ, mỡ, trứng, sữa, phomát, rau quả
Hạn chế đồ uống gây tăng axit uric máu: rượu, bia, chè, cà phê.
Ăn nhiều rau quả không chua. Hạn chế ăn các loại quả chua vì làm tăng thêm độ axit trong máu.
 Lượng đường, bột trong khẩu phần (gạo, bột mì, đường, bánh,kẹo có thể sử dụng với tỉ lệ cao hơn người bình thường một chút)
Uống nước có tính kiềm: nước rau, nước khoáng
Uống đủ nước hàng ngày.


*Hàm lượng Purin trong một số loại thực phẩm (tính theo mg trong 100mg thực phẩm)

Nhóm 1: Nhân Purin thấp (5-15mg): Ngũ cốc, dầu, mỡ, trứng, sữa, rau, quả, hạt

Nhóm 2: Nhân Purin trung bình (50- 150mg): Thịt, cá, hải sản, đậu, đỗ

Nhóm 3: Nhân Purin cao (trên 150mg): Óc, gan, bầu dục, cá trích, nấm, măng tây, nước dùng thịt

Nhóm 4: Các loại đồ uống chứa nhân Purin: Rượu, bia, cà phê, chè

Để điều trị bệnh Gút có hiệu quả, cần có sự phối hợp chặt chẽ giữa chế độ ăn theo bệnh và sử dụng thuốc chữa bệnh hợp lý theo chỉ dẫn của bác sĩ điều trị."
"Xin chào bác sĩ,
Tôi năm nay 34 tuổi bị sỏi thận 5mm - 7mm, đã đi siêu âm, cản quang và điều trị bằng thuốc như kim tiền thảo....được một thời gian thì sỏi tan ra và ra ngoài. Theo như quan sát viên sỏi thì lúc ban đầu màu đục đục sau vài giờ thì chuyển sang trắng như vôi ( quá trình này diễn ra thường xuyên khoảng 6 tháng lại ra một lần) 
 Xin hỏi bác sĩ tôi bị như vậy là do nguyên nhân từ đâu mà hình thành sỏi như vây? 
Làm cách nào để phòng tránh tái bị lại sỏi? 
Cảm ơn bác sĩ đã quan tâm, trả lời. Chúc bs sức khoẻ, an bình.","Sỏi ngâm trong môi trường nước tiểu có màu như bạn quan sát lúc mới tống ra ngoài, khi sỏi khô nước thì thay đổi màu chút ít như bạn mô tả.
Thận lọc nước tiểu từ máu tuần hoàn trong cơ thể để bài xuất chất độc trong cơ thể, trong đó có những tinh thể muối, những tinh thể này lắng đọng và kết tinh tạo nên sỏi trong hệ tiết niệu.
Để hạn chế sỏi niệu ta nên uống nhiều nước, đi tiểu khi cảm giác mắc tiểu, không nhịn tiểu, hạn chế để nhiễm trùng tiểu. Một số thực phẩm giúp bài niệu hạn chế sỏi như nươc trái thơm...hay gây tăng tiết tinh thể sỏi gây tạo sỏi như nhóm thực phẩm giàu canxi, tăng acid uric...."
"Xin chào bác sĩ ! anh em năm nay 30 tuổi thỉnh thoảng anh ấy bị sưng đau các khớp chân tay , nhất là sau khi dùng rượu bia sau 2,3 ngày , cũng có lần không dùng rượu bia vẫn đau . Nhưng chỉ đau 1 hoặc 2 khớp 1 lần ( rất đau, không ngủ được ) và hôm sau dù dùng thuốc hay không đều hết đau. Anh ấy đã đi khám nhiều nơi nhưng họ đều bảo không bị sao . Vậy kính mong bác sĩ cho phương pháp dự phòng và điều trị ( chế độ ăn kiêng ) ? Em chân thành cám ơn !","Chào bạn!
Tình trạng đau các khớp của anh bạn có vẻ giống như biểu hiện của các bệnh lý viêm khớp chuyển hóa ( Gout, viêm khớp giả Gout..).Tuy nhiên cũng chưa loại trừ các bệnh lý khác như viêm khớp dạng thấp, thoái hóa khớp...
Để xác định chính xác nguyên nhân và có điều trị phù hợp bạn nên khuyên anh bạn đi đến khám tại các cơ sở y tế chuyên khoa cơ-xương , làm thêm các xét nghiệm.
Anh bạn có thể áp dụng chế độ ăn kiêng các loại thịt đỏ như( thịt bò, thịt dê,,), các loại hải sản ,nội tạng , các loại rau như nấm, măng, giá đỗ. Các chế phẩm từ đậu nành như : Đậu phụ, sữa đậu nành, giảm các thực phẩm giàu chất béo như : Mỡ, da động vật, thức ăn chiên, quay, thực phẩm chế biến với các chất béo no như: Mì tôm, thức ăn nhanh.Tuyệt đối không uống bất kỳ một dạng chất cồn nào như : Rượu, bia, cơm rượu,…Hạn chế đồ uống có gaz, nước uống ngọt nhiều đường
Thức ăn có lợi:
+ Các thực phẩm giàu chất xơ nói chung như dưa leo, củ sắn, cà chua…
+ Một điều quan trọng nhất là Nên uống nhiều nước (tối thiểu 2,5 đến 3 lít nước mỗi ngày).Không uống nước buổi tối để tránh đi tiểu đêm, ảnh hưởng Sức khỏe. 
Tập thể dục thường xuyên và đều đặn.
Thân mến"
"Xin chào bác sĩ,
Sau một đêm ngủ dậy,cạnh bên ngón trỏ trái có một hạt tròn đường kính khoảng 3mm,hơi đau (toi nghĩ không phải topi của bệnh gút) và đã hơn tuần nay không phát triển thêm va cũng không khỏi. Xin thưa bs tôi phai chửa trị ra sao?Vì thấy không đau gì lắm, sinh hoạt vẫn bình thường nên chua đi khám. XIN CHAN THANH CAM ON .","Chào bác!
Hạt tròn đường kính nhỏ hơi đau, có thể là gai xương, u mở, hay mô xơ bị chai, hoặc có thể là hạt tophi trong bệnh gout như bác mô tả . Nếu không thay đổi kích thước,hay có các dấu hiệu khác trong thời gian dài có thể đây là tình trạng lành tính Bác không cần phải quá lo lắng.
Tuy nhiên tuổi bác cũng lớn, bác nên đi khám tổng quát để kiểm tra sức khỏe.
Thân mến."
"Xin chào bác sĩ,
Huyết áp của tôi thường xuyên thường là từ135đến 145/95đến100 .bác sĩ cho hỏi hàng ngày tôi có phải uống thuốc giảm huyết áp không?
_khi ngủ thỉnh thoảng tôi như bị ngưng thở ,lúc đó tôi phải hít một hơi dài  để cân bằng lại bình thường. Bác sĩ cho hỏi có phải hiện tượng bệnh gì không ,và cách điều trị","Chào Bác !
Huyết áp của Bác ở mức 145/95 là cao và cần phải điều trị. Tuy nhiên việc điều trị này phải do bác sĩ quyết định. Bác nên đi khám bởi các bác sĩ chuyên khoa tim mạch, tầm soát thêm các hội chứng chuyển hóa đi kèm( như đái tháo đường, gout, rối loạn mỡ máu...), phát hiện sớm các biến chứng để điều trị kịp thời và hợp lý.
Tuy nhiên việc đầu tiên bác có thể thay đổi lối sống có thể làm giảm huyết áp :
- Hạn chế ăn muối trong các bữa ăn ( lượng muối hằng ngày chỉ nên <6g/ngày, khoảng một muỗng nhỏ), không nên ăn các đồ ăn đóng hộp, ăn nhiều rau xanh, trái cây và tăng khẩu phần cá,bớt khẩu phần thịt ....
-Tăng cường vận động thể lực ( tập thể dục với các môn phù hợp với thể trạng và điều kiện kinh tế, có thể đi bộ, đi xe đạp, bơi lội....)
Việc ban đêm khi ngủ có cảm giác ngưng thở , phải hít một hơi dài để thở có thể do các nguyên nhân về bệnh lý tim mạch ( suy tim.), bệnh phổi tắc nghẽn mạn tính, hội chứng ngưng thở khi ngủ,hoặc đôi khi do rối loạn thần kinh thực vật, tâm lý.Tùy mỗi nguyên nhân mà có những cách điều trị khác nhau. Bác nên đến các cơ sở y tể khám xác định chính xác nguyên nhân và điều trị phù hợp.
Thân mến. Chúc bác nhiều sức khỏe."
"Xin chào bác sĩ,kiểm tra tổng quát sức khoẻ phát hiện sớm bệnh ung thư chi phí hết bao nhiêu ạ?","Chào bạn!
Kiểm tra sức khỏe tổng quát tầm soát sớm các bệnh ung thư tùy vào cơ sở y tế có giá từ 2 triệu đến 10 triệu Việt Nam đồng  có thể bao gồm các xét nghiệm,
- Công thức máu
- Mỡ máu (cholesterol, HDL, LDL, Triglyceride)
- Đường máu
- Viêm gan C (Anti HCV)
- Men gan
- Viêm gan siêu vi B (HbsAg, HbsAb)
- Chức năng thận
- Dấu ấn ung thư đại tràng, dạ dày, tụy
- Uric máu (Bệnh gút)
- Dấu ấn ung thư vú, buồng trứng (Nữ)
- Dấu ấn ung thư gan, phổi
- Siêu âm tuyến giáp
- Tầm soát nhiễm vi khuẩn H.p
- Tổng phân tích nước tiểu
- Tìm máu trong phân
 Chụp cắt lớp ngực (CT)
 Chụp nhũ ảnh (Nữ)
 Siêu âm bụng - chậu tổng quát
 Siêu âm ngực (Nữ)
 Nội soi dạ dày tìm vi khuẩn H.p
 Phết cổ tử cung (Nữ)
Thân mến! Chúc bạn và gia đình nhiều sức khỏe!!"
"Xin chào bác sĩ,
Mẹ e bị sỏi thận đã lâu . Sỏi có kích thước 11mm . Đợt đau gần đây nhất rất dử dội. Và phải nhập viện. Thưa bs cho e hỏi e định lấy thuốc nam cho mẹ e uống vì sợ phẩu thuật xác suất tái phát cao nên e ko muốn mẹ e phẩu thuật. Thưa bs cho e hỏi như vậy có được ko a? Và mẹ e có được ăn cua tôm ko a?","Chào bạn, 
Sỏi thận của mẹ bạn kích thước là 11mm, kèm theo có những cơn đau dữ dội thì cần điều trị bằng phẫu thuật. Nếu sỏi nhỏ thì có thể điều trị uống thuốc Đông y hoặc Tây y, tuy nhiên nếu dùng thuốc Đông y thì mất thời gian điều trị lâu dài. 
Bạn nên đưa mẹ đi khám và điều trị tại chuyên khoa Tiết niệu của các bệnh viện lớn, uy tín, việc điều trị là cần thiết để hạn chế các cơn đau cấp này, sau khi điều trị nếu tình trạng của mẹ bạn đã ổn định, chỉ cần có chế độ ăn uống, sinh hoạt nghỉ ngơi hợp lý thì sẽ không bị tái phát.
Trong sinh hoạt hàng ngày cần chú ý: 
- Không ăn mặn, hạn chế các thực phẩm giàu canxi ( chứ không cần kiêng tuyệt đối như tôm, cua , cá..). Một ngày chỉ nên cung cấp cho cơ thể không quá 800mg canxi.
- Uống nhiều nước, không nhịn tiểu.
- Hạn chế các thực phẩm từ động vật, nhiều purin để tránh chuyển hóa thành axit uric.
Thân mến!"
"Xin chào bác sĩ,
Em rất hoảng  khi em bị uric trong máu tăng cao . Em muốn hỏi bác sĩ là những thực phẩm mà em ăn cà pháo cà tím , rau bắp cải , su su , bí đỏ , dưa , ngô , nhưng thực phẩm chay như tôm chay , gà chay , sườn chay , nhất là món ( bí đỏ , cà tím , bắp cải ) là em dùng thường xuyên , em rất mong lời khuyên của bác sĩ  em ăn như vậy đã được chưa ạ . Em chân thành cám ơn !",Chào bạn. Tăng acid uric có nhiều nguyên nhân: do ăn nhiều thịt cá quá hay không đào thải được. Theo mình ở tuổi bạn thì bạn chỉ cần điều chỉnh chế độ ăn là được. Hạn chế ăn đồ hải sản và thịt bò. Các loại thịt trắng thì ăn bình thường và giảm lại một chút. Bạn không cần ăn kiêng đến như vậy đâu bạn nhé.
"Xin chào bác sĩ,
Cho t hỏi về nguyên nhân và điều trị bệnh Gout? Cách phòng?","""Thân mến
Gút là 1 bệnh khớp liên quan đến rối loạn chuyển hóa nhân purin trong protein. Nguyên nhân gây bệnh gút là do sự tích tụ quá nhiều axit uric trong cơ thể gây ra. Bệnh mạn tính và không có biện pháp điều trị triệt để. 
Điều trị gút bao gồm nhiều bước:
- Điều trị cơn gút cấp
- Điều trị phòng cơn gút cấp
- Điều trị cơn gút cấp
- Điều trị phòng cơn gút cấp
- Điều trị gút mạn
- Điều trị biến chứng của gút.
 Nhưng để hạn chế bệnh thì cần 1 sự phối hợp rất tốt giữa bệnh nhân và thầy thuốc, tránh tình trạng uống quá nhiều loại thuốc mà hiệu quả lại không có.
Để phòng tránh Gout , bạn nên : 
- Duy trì cân nặng hợp lý , tuy nhiên không  nên nhịn đói để giảm cân nhanh sẽ khiến tăng axit uric trong máu. 
- Tránh ăn nhiều đạm động vật 
- Hạn chế rượu bia, chất kích thích.
- Ăn uống nhiều nước, chất lỏng. 
Thân mến."
